id,label
150,0
482,0
688,1
464,0
247,0
516,0
414,0
666,1
388,0
165,0
790,1
715,1
709,1
597,1
184,0
247,0
391,0
186,0
55,0
6,0
356,0
257,0
777,1
836,1
68,0
56,0
581,2
344,0
735,1
270,0
86,0
604,1
845,1
661,1
372,0
515,0
732,1
808,1
471,0
332,0
94,0
99,0
155,0
706,1
84,0
539,2
685,1
34,0
649,1
72,0
787,1
829,1
409,0
64,0
773,1
508,0
759,1
404,0
129,0
28,0
234,0
95,0
461,0
259,0
248,0
530,0
423,0
319,1
568,2
399,0
628,1
224,0
276,0
589,2
777,1
74,0
323,0
671,1
669,1
849,1
576,2
341,0
79,0
400,0
280,0
426,0
325,0
79,0
498,0
349,0
172,0
481,0
285,0
477,0
100,0
714,1
750,1
754,1
624,1
591,2
694,1
762,1
370,0
73,0
165,0
274,0
460,0
711,1
357,1
769,1
174,0
84,0
484,0
645,1
262,0
231,0
594,1
452,0
290,0
689,1
692,1
188,0
186,0
545,2
696,1
325,0
832,1
619,1
366,0
802,1
457,0
30,0
224,0
43,0
635,1
390,0
132,0
379,0
567,2
308,0
360,0
301,0
411,0
301,0
822,1
318,0
114,0
54,0
107,0
831,1
69,0
304,0
841,1
220,0
399,0
136,2
361,0
437,0
253,0
429,0
376,0
176,0
681,1
210,0
177,0
471,0
183,0
283,0
564,2
42,0
144,0
443,0
771,1
664,1
799,1
672,1
701,1
222,0
433,0
573,2
631,1
100,0
85,0
429,0
158,0
765,1
688,1
105,0
300,0
564,2
272,0
321,0
492,0
12,0
629,1
209,0
254,0
507,1
772,1
712,1
316,0
403,1
317,0
90,0
157,0
221,0
788,1
17,0
787,1
70,0
501,0
827,1
729,1
385,0
586,2
833,1
574,2
206,0
556,2
171,0
745,1
110,0
635,1
309,0
320,2
789,1
432,0
380,0
582,2
92,0
821,1
502,0
370,0
612,1
44,0
158,0
618,1
336,0
757,1
112,1
451,0
799,1
85,0
175,0
649,1
223,0
8,0
845,1
41,0
628,1
292,0
80,0
561,2
549,2
173,0
402,0
405,0
780,1
820,1
701,1
377,0
438,0
550,2
147,0
331,0
622,1
207,0
575,2
764,1
78,1
86,0
739,1
677,1
288,0
594,1
838,1
284,0
520,0
789,1
462,0
408,0
720,1
523,0
141,0
45,0
18,0
185,0
615,1
363,0
359,0
427,0
395,1
264,0
476,0
730,1
479,0
171,0
823,1
436,1
286,0
634,1
4,0
146,0
505,0
92,0
241,0
363,0
426,0
543,2
39,0
418,0
313,0
714,1
123,0
621,1
8,0
776,1
754,1
484,0
613,1
835,1
212,0
741,1
469,0
835,1
327,0
497,0
411,0
65,1
681,1
757,1
66,0
673,1
21,0
794,1
345,0
251,0
687,1
215,0
680,1
20,0
436,1
392,0
816,1
371,0
580,2
330,0
785,1
101,0
650,1
806,1
250,0
600,1
249,0
509,0
305,0
243,2
731,1
81,0
296,0
82,1
535,2
640,1
334,0
574,2
98,1
558,2
204,0
89,0
659,1
506,0
59,0
751,1
107,0
719,1
296,0
76,0
15,0
810,1
238,0
15,0
529,0
490,0
626,1
137,0
356,0
161,0
97,0
284,0
446,0
311,0
78,1
434,0
287,0
716,1
667,1
324,0
727,1
638,1
538,2
626,1
595,1
733,1
63,0
375,0
487,0
347,0
686,1
804,1
193,0
163,0
77,0
265,0
586,2
219,0
576,2
655,1
116,0
266,0
803,1
365,0
833,1
34,0
431,0
364,0
603,1
380,0
596,1
113,0
346,0
348,0
760,1
507,1
556,2
750,1
179,0
59,0
287,0
503,0
170,0
110,0
405,0
111,0
145,0
170,0
486,0
329,0
280,0
467,0
650,1
732,1
615,1
791,1
798,1
794,1
385,0
103,0
115,0
331,0
775,1
353,0
119,0
183,0
439,2
784,1
318,0
671,1
240,0
774,1
417,0
73,0
461,0
802,1
487,0
539,2
514,0
658,1
320,2
480,0
308,0
62,0
102,0
752,1
157,0
350,0
848,1
159,0
651,1
836,1
16,0
460,0
128,0
454,0
236,0
737,1
419,0
739,1
491,0
70,0
593,2
807,1
742,1
310,0
102,0
223,0
129,0
811,1
335,0
269,0
203,0
317,0
245,0
132,0
83,0
241,0
727,1
111,0
91,0
307,0
500,0
357,1
143,0
281,0
324,0
29,0
557,2
637,1
160,0
379,0
213,0
24,0
194,0
214,0
123,0
522,0
763,1
808,1
50,0
401,0
782,1
246,0
288,0
633,1
182,0
152,1
74,0
120,0
313,0
516,0
610,1
786,1
387,0
217,0
233,0
169,0
321,0
686,1
664,1
235,0
412,0
680,1
10,0
453,0
263,0
752,1
450,0
17,0
601,1
294,0
135,0
694,1
786,1
580,2
39,0
198,0
617,1
560,2
721,1
793,1
498,0
841,1
391,0
56,0
407,0
630,1
416,0
265,0
302,0
252,0
